플랫폼,날짜,순위,게임명,퍼블리셔
구글플레이,2025-07-12,73,버섯커 키우기-3000뽑기 증정,Joy Nice Games
구글플레이,2025-07-12,74,러브앤딥스페이스,InFold Games
구글플레이,2025-07-12,75,한게임 신맞고 : 대한민국 원조 고스톱,NHN Corp.
구글플레이,2025-07-12,76,퍼즐 오브 Z,"BLANCOZONE NETWORK CO., LIMITED"
구글플레이,2025-07-12,77,패스 오브 라이징,SPGFun
구글플레이,2025-07-12,78,데블M,37 Mobile Games
구글플레이,2025-07-12,79,젠레스 존 제로,COGNOSPHERE PTE. LTD.
구글플레이,2025-07-12,80,궁수의 전설2,Habby
구글플레이,2025-07-12,81,뮤 모나크2,Webzen Inc.
구글플레이,2025-07-12,82,뮤 모나크,Webzen Inc.
구글플레이,2025-07-12,83,이세계 판타지 라이프,ESTARGAMES
구글플레이,2025-07-12,84,하스스톤,"Blizzard Entertainment, Inc."
구글플레이,2025-07-12,85,레이싱 마스터(Racing Master),Exptional Global
구글플레이,2025-07-12,86,DRAGON BALL Z 폭렬격전,Bandai Namco Entertainment Inc.
구글플레이,2025-07-12,87,서머너즈 워 X TEKKEN 8,Com2uS
구글플레이,2025-07-12,88,왔더벅: 미니 삼국-라바 콜라보 실시!,BYTEFUN GAMES PTE. LTD.
구글플레이,2025-07-12,89,컴투스프로야구2025,Com2uS
구글플레이,2025-07-12,90,레이드: 그림자의 전설,Plarium Global Ltd
구글플레이,2025-07-12,91,맛있는 여행: 합성 게임,Century Games PTE. LTD.
구글플레이,2025-07-12,92,에이지 오브 제트: 타워 디펜스,CamelStudio
구글플레이,2025-07-12,93,미르2: 깨어난 사북성,HK ZHILI YAOAN LIMITED
구글플레이,2025-07-12,94,피쉬돔 (Fishdom),Playrix
구글플레이,2025-07-12,95,창세기전 모바일,LINE Games
구글플레이,2025-07-12,96,패밀리 아일랜드 - 농장모험게임,Melsoft Games Ltd
구글플레이,2025-07-12,97,애니팡2,"Wemade Play Co.,Ltd."
구글플레이,2025-07-12,98,던전앤파이터 모바일,NEXON Company
구글플레이,2025-07-12,99,Yu-Gi-Oh! Master Duel,KONAMI
구글플레이,2025-07-12,100,카트라이더 러쉬플러스,NEXON Company
구글플레이,2025-07-13,1,리니지M,NCSOFT
구글플레이,2025-07-13,2,라스트 워: 서바이벌,FUNFLY PTE. LTD.
구글플레이,2025-07-13,3,WOS: 화이트아웃 서바이벌,Century Games PTE. LTD.
구글플레이,2025-07-13,4,오딘: 발할라 라이징,Kakao Games Corp.
구글플레이,2025-07-13,5,세븐나이츠 리버스,Netmarble
구글플레이,2025-07-13,6,마비노기 모바일,NEXON Company
구글플레이,2025-07-13,7,RF 온라인 넥스트,Netmarble
구글플레이,2025-07-13,8,Roblox,Roblox Corporation
구글플레이,2025-07-13,9,붕괴: 스타레일,COGNOSPHERE PTE. LTD.
구글플레이,2025-07-13,10,로얄 매치 Royal Match,"Dream Games, Ltd."
구글플레이,2025-07-13,11,갓깨비 키우기-999뽑기 증정,Joy Nice Games
구글플레이,2025-07-13,12,킹샷:Kingshot,Century Games PTE. LTD.
구글플레이,2025-07-13,13,리니지W,NCSOFT
구글플레이,2025-07-13,14,Last Z: Survival Shooter,Florere Game
구글플레이,2025-07-13,15,I9: 인페르노 나인 - <나만뉴> 콜라보,"Leniu Technology Co., Limited"
구글플레이,2025-07-13,16,리니지2M,NCSOFT
구글플레이,2025-07-13,17,FC 모바일,NEXON Company
구글플레이,2025-07-13,18,Dark War Survival,Florere Game
구글플레이,2025-07-13,19,씨사이드 익스케이프: 합성 & 스토리 게임,Microfun Limited
구글플레이,2025-07-13,20,가십하버: 합성 & 스토리 게임,Microfun Limited
구글플레이,2025-07-13,21,한게임 포커,NHN Corp.
구글플레이,2025-07-13,22,탑 히어로즈,RiverGame
구글플레이,2025-07-13,23,DK모바일 리본,NTRANCE CORP.
구글플레이,2025-07-13,24,레전드 오브 이미르,"Wemade Co., Ltd"
구글플레이,2025-07-13,25,승리의 여신: 니케,Level Infinite
구글플레이,2025-07-13,26,한게임포커 클래식 : 7포커 홀덤 섯다 훌라 슬롯,NHN Corp.
구글플레이,2025-07-13,27,메이플스토리M,NEXON Company
구글플레이,2025-07-13,28,원신,COGNOSPHERE PTE. LTD.
구글플레이,2025-07-13,29,운빨존많겜,111%
구글플레이,2025-07-13,30,냥코 대전쟁,PONOS Corporation
구글플레이,2025-07-13,31,실버 앤 블러드:뱀파이어 RPG,Vizta Games
구글플레이,2025-07-13,32,EA SPORTS FC Online M,NEXON Company
구글플레이,2025-07-13,33,꿈의 정원 (Gardenscapes),Playrix
구글플레이,2025-07-13,34,한게임 섯다&맞고,NHN Corp.
구글플레이,2025-07-13,35,브라운더스트2 - 어드벤처 RPG,NEOWIZ
구글플레이,2025-07-13,36,eFootball™,KONAMI
구글플레이,2025-07-13,37,클래시 로얄,Supercell
구글플레이,2025-07-13,38,"피망 포커 : 카지노 로얄 - 홀덤, 7포커, 바둑이",NEOWIZ corp
구글플레이,2025-07-13,39,소녀전선2: 망명,HaoPlay Limited
구글플레이,2025-07-13,40,랜드 오브 제일,SINGAPORE JUST GAME TECHNOLOGY PTE. LTD.
구글플레이,2025-07-13,41,사북성:언데드,Star Entertainment HK
구글플레이,2025-07-13,42,트릭컬 리바이브,EPIDGames
구글플레이,2025-07-13,43,브롤스타즈,Supercell
구글플레이,2025-07-13,44,아키에이지 워,Kakao Games Corp.
구글플레이,2025-07-13,45,SD건담 지 제네레이션 이터널,Bandai Namco Entertainment Inc.
구글플레이,2025-07-13,46,로얄 킹덤 (Royal Kingdom),"Dream Games, Ltd."
구글플레이,2025-07-13,47,우마무스메 프리티 더비,Kakao Games Corp.
구글플레이,2025-07-13,48,에그몬 월드:저니,"Apollo Technology Co.,Ltd"
구글플레이,2025-07-13,49,명조:워더링 웨이브,HK KURO GAMES LIMITED
구글플레이,2025-07-13,50,컴투스프로야구V25,Com2uS
구글플레이,2025-07-13,51,캔디크러쉬사가 (Candy Crush Saga),King
구글플레이,2025-07-13,52,배틀그라운드,"KRAFTON, Inc."
구글플레이,2025-07-13,53,인생존망겜,37GAMES
구글플레이,2025-07-13,54,레이븐2,Netmarble
구글플레이,2025-07-13,55,리니지M(12),NCSOFT
구글플레이,2025-07-13,56,에픽세븐,"Smilegate Holdings, Inc"
구글플레이,2025-07-13,57,하스스톤,"Blizzard Entertainment, Inc."
구글플레이,2025-07-13,58,나이트 크로우,"Wemade Co., Ltd"
구글플레이,2025-07-13,59,Top Girl,A3Games
구글플레이,2025-07-13,60,Travel Town - 결합 어드벤처,Magmatic Games LTD
구글플레이,2025-07-13,61,꿈의 집 (Homescapes),Playrix
구글플레이,2025-07-13,62,블레이드&소울 레볼루션,Netmarble
구글플레이,2025-07-13,63,모에라이: 운명의 계약,Ujoy Games
구글플레이,2025-07-13,64,콩콩던전,Habby
구글플레이,2025-07-13,65,쿠키런: 킹덤,Devsisters Corporation
구글플레이,2025-07-13,66,문명: 연맹의 시대,"2K, Inc. - a Take-Two Interactive affiliate"
구글플레이,2025-07-13,67,로드나인,"Smilegate Holdings, Inc"
구글플레이,2025-07-13,68,창세기전 모바일,LINE Games
구글플레이,2025-07-13,69,리니지2 레볼루션,Netmarble
구글플레이,2025-07-13,70,패스 오브 라이징,SPGFun
구글플레이,2025-07-13,71,블루 아카이브,NEXON Company
구글플레이,2025-07-13,72,레이싱 마스터(Racing Master),Exptional Global
구글플레이,2025-07-13,73,메카 어셈블:좀비 스웜,ONEMT SGP
구글플레이,2025-07-13,74,히어로 클래시: 강아지를 지키자,Glaciers Game
구글플레이,2025-07-13,75,퍼즐 오브 Z,"BLANCOZONE NETWORK CO., LIMITED"
구글플레이,2025-07-13,76,꿈의 마을 (Township),Playrix
구글플레이,2025-07-13,77,피망 뉴맞고: 고스톱 대표 맞고 게임,NEOWIZ corp
구글플레이,2025-07-13,78,한게임 신맞고 : 대한민국 원조 고스톱,NHN Corp.
구글플레이,2025-07-13,79,뮤 모나크2,Webzen Inc.
구글플레이,2025-07-13,80,젠레스 존 제로,COGNOSPHERE PTE. LTD.
구글플레이,2025-07-13,81,데블M,37 Mobile Games
구글플레이,2025-07-13,82,Limbus Company,Project Moon
구글플레이,2025-07-13,83,뮤 모나크,Webzen Inc.
구글플레이,2025-07-13,84,DRAGON BALL Z 폭렬격전,Bandai Namco Entertainment Inc.
구글플레이,2025-07-13,85,레이드: 그림자의 전설,Plarium Global Ltd
구글플레이,2025-07-13,86,이세계 판타지 라이프,ESTARGAMES
구글플레이,2025-07-13,87,마피아42,TEAM42
구글플레이,2025-07-13,88,미르2: 깨어난 사북성,HK ZHILI YAOAN LIMITED
구글플레이,2025-07-13,89,컴투스프로야구2025,Com2uS
구글플레이,2025-07-13,90,버섯커 키우기-3000뽑기 증정,Joy Nice Games
구글플레이,2025-07-13,91,서머너즈 워 X TEKKEN 8,Com2uS
구글플레이,2025-07-13,92,맛있는 여행: 합성 게임,Century Games PTE. LTD.
구글플레이,2025-07-13,93,궁수의 전설2,Habby
구글플레이,2025-07-13,94,피쉬돔 (Fishdom),Playrix
구글플레이,2025-07-13,95,에이지 오브 제트: 타워 디펜스,CamelStudio
구글플레이,2025-07-13,96,왔더벅: 미니 삼국-라바 콜라보 실시!,BYTEFUN GAMES PTE. LTD.
구글플레이,2025-07-13,97,기적의 검,4399 KOREA
구글플레이,2025-07-13,98,던전앤파이터 모바일,NEXON Company
구글플레이,2025-07-13,99,패밀리 아일랜드 - 농장모험게임,Melsoft Games Ltd
구글플레이,2025-07-13,100,애니팡2,"Wemade Play Co.,Ltd."
구글플레이,2025-07-14,1,라스트 워: 서바이벌,FUNFLY PTE. LTD.
구글플레이,2025-07-14,2,리니지M,NCSOFT
구글플레이,2025-07-14,3,WOS: 화이트아웃 서바이벌,Century Games PTE. LTD.
구글플레이,2025-07-14,4,세븐나이츠 리버스,Netmarble
구글플레이,2025-07-14,5,오딘: 발할라 라이징,Kakao Games Corp.
구글플레이,2025-07-14,6,붕괴: 스타레일,COGNOSPHERE PTE. LTD.
구글플레이,2025-07-14,7,RF 온라인 넥스트,Netmarble
구글플레이,2025-07-14,8,마비노기 모바일,NEXON Company
구글플레이,2025-07-14,9,Roblox,Roblox Corporation
구글플레이,2025-07-14,10,로얄 매치 Royal Match,"Dream Games, Ltd."
구글플레이,2025-07-14,11,갓깨비 키우기-999뽑기 증정,Joy Nice Games
구글플레이,2025-07-14,12,킹샷:Kingshot,Century Games PTE. LTD.
구글플레이,2025-07-14,13,리니지W,NCSOFT
구글플레이,2025-07-14,14,Last Z: Survival Shooter,Florere Game
구글플레이,2025-07-14,15,리니지2M,NCSOFT
구글플레이,2025-07-14,16,I9: 인페르노 나인 - <나만뉴> 콜라보,"Leniu Technology Co., Limited"
구글플레이,2025-07-14,17,Dark War Survival,Florere Game
구글플레이,2025-07-14,18,FC 모바일,NEXON Company
구글플레이,2025-07-14,19,씨사이드 익스케이프: 합성 & 스토리 게임,Microfun Limited
구글플레이,2025-07-14,20,가십하버: 합성 & 스토리 게임,Microfun Limited
구글플레이,2025-07-14,21,탑 히어로즈,RiverGame
구글플레이,2025-07-14,22,DK모바일 리본,NTRANCE CORP.
구글플레이,2025-07-14,23,한게임 포커,NHN Corp.
구글플레이,2025-07-14,24,승리의 여신: 니케,Level Infinite
구글플레이,2025-07-14,25,레전드 오브 이미르,"Wemade Co., Ltd"
구글플레이,2025-07-14,26,한게임포커 클래식 : 7포커 홀덤 섯다 훌라 슬롯,NHN Corp.
구글플레이,2025-07-14,27,원신,COGNOSPHERE PTE. LTD.
구글플레이,2025-07-14,28,메이플스토리M,NEXON Company
구글플레이,2025-07-14,29,운빨존많겜,111%
구글플레이,2025-07-14,30,EA SPORTS FC Online M,NEXON Company
구글플레이,2025-07-14,31,꿈의 정원 (Gardenscapes),Playrix
구글플레이,2025-07-14,32,실버 앤 블러드:뱀파이어 RPG,Vizta Games
구글플레이,2025-07-14,33,한게임 섯다&맞고,NHN Corp.
구글플레이,2025-07-14,34,eFootball™,KONAMI
구글플레이,2025-07-14,35,냥코 대전쟁,PONOS Corporation
구글플레이,2025-07-14,36,클래시 로얄,Supercell
구글플레이,2025-07-14,37,브라운더스트2 - 어드벤처 RPG,NEOWIZ
구글플레이,2025-07-14,38,배틀그라운드,"KRAFTON, Inc."
구글플레이,2025-07-14,39,사북성:언데드,Star Entertainment HK
구글플레이,2025-07-14,40,랜드 오브 제일,SINGAPORE JUST GAME TECHNOLOGY PTE. LTD.
구글플레이,2025-07-14,41,트릭컬 리바이브,EPIDGames
구글플레이,2025-07-14,42,우마무스메 프리티 더비,Kakao Games Corp.
구글플레이,2025-07-14,43,"피망 포커 : 카지노 로얄 - 홀덤, 7포커, 바둑이",NEOWIZ corp
구글플레이,2025-07-14,44,에픽세븐,"Smilegate Holdings, Inc"
구글플레이,2025-07-14,45,인생존망겜,37GAMES
구글플레이,2025-07-14,46,로얄 킹덤 (Royal Kingdom),"Dream Games, Ltd."
구글플레이,2025-07-14,47,소녀전선2: 망명,HaoPlay Limited
구글플레이,2025-07-14,48,캔디크러쉬사가 (Candy Crush Saga),King
구글플레이,2025-07-14,49,아키에이지 워,Kakao Games Corp.
구글플레이,2025-07-14,50,컴투스프로야구V25,Com2uS
구글플레이,2025-07-14,51,에그몬 월드:저니,"Apollo Technology Co.,Ltd"
구글플레이,2025-07-14,52,레이븐2,Netmarble
구글플레이,2025-07-14,53,하스스톤,"Blizzard Entertainment, Inc."
구글플레이,2025-07-14,54,SD건담 지 제네레이션 이터널,Bandai Namco Entertainment Inc.
구글플레이,2025-07-14,55,브롤스타즈,Supercell
구글플레이,2025-07-14,56,Top Girl,A3Games
구글플레이,2025-07-14,57,나이트 크로우,"Wemade Co., Ltd"
구글플레이,2025-07-14,58,블레이드&소울 레볼루션,Netmarble
구글플레이,2025-07-14,59,명조:워더링 웨이브,HK KURO GAMES LIMITED
구글플레이,2025-07-14,60,꿈의 집 (Homescapes),Playrix
구글플레이,2025-07-14,61,리니지M(12),NCSOFT
구글플레이,2025-07-14,62,Travel Town - 결합 어드벤처,Magmatic Games LTD
구글플레이,2025-07-14,63,창세기전 모바일,LINE Games
구글플레이,2025-07-14,64,모에라이: 운명의 계약,Ujoy Games
구글플레이,2025-07-14,65,블루 아카이브,NEXON Company
구글플레이,2025-07-14,66,콩콩던전,Habby
구글플레이,2025-07-14,67,레이싱 마스터(Racing Master),Exptional Global
구글플레이,2025-07-14,68,패스 오브 라이징,SPGFun
구글플레이,2025-07-14,69,Limbus Company,Project Moon
구글플레이,2025-07-14,70,로드나인,"Smilegate Holdings, Inc"
구글플레이,2025-07-14,71,리니지2 레볼루션,Netmarble
구글플레이,2025-07-14,72,뮤 모나크2,Webzen Inc.
구글플레이,2025-07-14,73,쿠키런: 킹덤,Devsisters Corporation
구글플레이,2025-07-14,74,메카 어셈블:좀비 스웜,ONEMT SGP
구글플레이,2025-07-14,75,퍼즐 오브 Z,"BLANCOZONE NETWORK CO., LIMITED"
구글플레이,2025-07-14,76,문명: 연맹의 시대,"2K, Inc. - a Take-Two Interactive affiliate"
구글플레이,2025-07-14,77,DRAGON BALL Z 폭렬격전,Bandai Namco Entertainment Inc.
구글플레이,2025-07-14,78,히어로 클래시: 강아지를 지키자,Glaciers Game
구글플레이,2025-07-14,79,피망 뉴맞고: 고스톱 대표 맞고 게임,NEOWIZ corp
구글플레이,2025-07-14,80,데블M,37 Mobile Games
구글플레이,2025-07-14,81,서머너즈 워 X TEKKEN 8,Com2uS
구글플레이,2025-07-14,82,마피아42,TEAM42
구글플레이,2025-07-14,83,한게임 신맞고 : 대한민국 원조 고스톱,NHN Corp.
구글플레이,2025-07-14,84,꿈의 마을 (Township),Playrix
구글플레이,2025-07-14,85,뮤 모나크,Webzen Inc.
구글플레이,2025-07-14,86,컴투스프로야구2025,Com2uS
구글플레이,2025-07-14,87,미르2: 깨어난 사북성,HK ZHILI YAOAN LIMITED
구글플레이,2025-07-14,88,젠레스 존 제로,COGNOSPHERE PTE. LTD.
구글플레이,2025-07-14,89,맛있는 여행: 합성 게임,Century Games PTE. LTD.
구글플레이,2025-07-14,90,궁수의 전설2,Habby
구글플레이,2025-07-14,91,이세계 판타지 라이프,ESTARGAMES
구글플레이,2025-07-14,92,레이드: 그림자의 전설,Plarium Global Ltd
구글플레이,2025-07-14,93,피쉬돔 (Fishdom),Playrix
구글플레이,2025-07-14,94,에이지 오브 제트: 타워 디펜스,CamelStudio
구글플레이,2025-07-14,95,왔더벅: 미니 삼국-라바 콜라보 실시!,BYTEFUN GAMES PTE. LTD.
구글플레이,2025-07-14,96,버섯커 키우기-3000뽑기 증정,Joy Nice Games
구글플레이,2025-07-14,97,로스트 소드,Wemade Connect
구글플레이,2025-07-14,98,기적의 검,4399 KOREA
구글플레이,2025-07-14,99,던전앤파이터 모바일,NEXON Company
구글플레이,2025-07-14,100,페이트/그랜드 오더,Netmarble
구글플레이,2025-07-15,1,라스트 워: 서바이벌,FUNFLY PTE. LTD.
구글플레이,2025-07-15,2,리니지M,NCSOFT
구글플레이,2025-07-15,3,세븐나이츠 리버스,Netmarble
구글플레이,2025-07-15,4,WOS: 화이트아웃 서바이벌,Century Games PTE. LTD.
구글플레이,2025-07-15,5,오딘: 발할라 라이징,Kakao Games Corp.
구글플레이,2025-07-15,6,붕괴: 스타레일,COGNOSPHERE PTE. LTD.
구글플레이,2025-07-15,7,RF 온라인 넥스트,Netmarble
구글플레이,2025-07-15,8,마비노기 모바일,NEXON Company
구글플레이,2025-07-15,9,Roblox,Roblox Corporation
구글플레이,2025-07-15,10,로얄 매치 Royal Match,"Dream Games, Ltd."
구글플레이,2025-07-15,11,킹샷:Kingshot,Century Games PTE. LTD.
구글플레이,2025-07-15,12,리니지W,NCSOFT
구글플레이,2025-07-15,13,갓깨비 키우기-999뽑기 증정,Joy Nice Games
구글플레이,2025-07-15,14,Last Z: Survival Shooter,Florere Game
구글플레이,2025-07-15,15,리니지2M,NCSOFT
구글플레이,2025-07-15,16,I9: 인페르노 나인 - <나만뉴> 콜라보,"Leniu Technology Co., Limited"
구글플레이,2025-07-15,17,Dark War Survival,Florere Game
구글플레이,2025-07-15,18,FC 모바일,NEXON Company
구글플레이,2025-07-15,19,씨사이드 익스케이프: 합성 & 스토리 게임,Microfun Limited
구글플레이,2025-07-15,20,탑 히어로즈,RiverGame
구글플레이,2025-07-15,21,가십하버: 합성 & 스토리 게임,Microfun Limited
구글플레이,2025-07-15,22,DK모바일 리본,NTRANCE CORP.
구글플레이,2025-07-15,23,한게임 포커,NHN Corp.
구글플레이,2025-07-15,24,승리의 여신: 니케,Level Infinite
구글플레이,2025-07-15,25,레전드 오브 이미르,"Wemade Co., Ltd"
구글플레이,2025-07-15,26,한게임포커 클래식 : 7포커 홀덤 섯다 훌라 슬롯,NHN Corp.
구글플레이,2025-07-15,27,원신,COGNOSPHERE PTE. LTD.
구글플레이,2025-07-15,28,메이플스토리M,NEXON Company
